,project,projectSlug,date,description,discord,twitter,title,category,address,token,type,slug
10,CryptoPunks,cryptopunks,2020-03-09T03:51:10,"<p>10,000 unique collectible characters with proof of ownership stored on the Ethereum blockchain. The project that inspired the modern CryptoArt movement. An inspiration for the Ethereum ERC-721 standard that powers most digital art and collectibles. No two punks are alike, and each one of them can be officially owned by a single person on the Ethereum blockchain. Originally, they could be claimed for free by anybody with an Ethereum wallet, but all 10,000 were quickly claimed. Now they must be purchased from someone on the Ethereum marketplace contract. Via the market, you can buy, bid on, and offer punks for sale.</p>
",https://discordapp.com/invite/MtpGpT5,https://twitter.com/larvalabs,Wrapped Cryptopunks,collectible,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,WPUNKS,ERC721,wrapped-cryptopunks
11,Art Blocks,artblocks,2021-01-04T21:34:10,"<p>Storefront for genuinely programmable and on-demand generative artwork that is stored directly on the Ethereum blockchain. Pick your style and mint! Each piece is randomly generated by an algorithm defined by the artist, there are endless possibilities to what your unique generation could look like.</p>
<p>A generative script (p5js, for example) is stored on the Ethereum blockchain for each project launched on Art Blocks. Using an initial unique &#8220;seed,&#8221; you can be sure that every iteration is random, generative, and one-of-a-kind.</p>
",https://discord.gg/artblocks,https://twitter.com/artblocks_io,Art Blocks,ugc,0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,BLOCKS,ERC721,art-blocks
12,Art Blocks,artblocks,2021-01-04T21:34:10,"<p>Storefront for genuinely programmable and on-demand generative artwork that is stored directly on the Ethereum blockchain. Pick your style and mint! Each piece is randomly generated by an algorithm defined by the artist, there are endless possibilities to what your unique generation could look like.</p>
<p>A generative script (p5js, for example) is stored on the Ethereum blockchain for each project launched on Art Blocks. Using an initial unique &#8220;seed,&#8221; you can be sure that every iteration is random, generative, and one-of-a-kind.</p>
",https://discord.gg/artblocks,https://twitter.com/artblocks_io,Art Blocks: Old BLOCKS,ugc,0x059edd72cd353df5106d2b9cc5ab83a52287ac3a,BLOCKS,ERC721,art-blocks:-old-blocks
13,Art Blocks,artblocks,2021-01-04T21:34:10,"<p>Storefront for genuinely programmable and on-demand generative artwork that is stored directly on the Ethereum blockchain. Pick your style and mint! Each piece is randomly generated by an algorithm defined by the artist, there are endless possibilities to what your unique generation could look like.</p>
<p>A generative script (p5js, for example) is stored on the Ethereum blockchain for each project launched on Art Blocks. Using an initial unique &#8220;seed,&#8221; you can be sure that every iteration is random, generative, and one-of-a-kind.</p>
",https://discord.gg/artblocks,https://twitter.com/artblocks_io,Friendship Bracelets by Alexis André,collectible,0x942bc2d3e7a589fe5bd4a5c6ef9727dfd82f5c8a,EXPLORE,ERC721,friendship-bracelets-by-alexis-andré
14,Otherside,otherside,2022-05-03T15:27:04,"<p>Otherside is a gamified, interoperable metaverse currently under development by Yuga Labs. Players will own the world, NFTs can become playable characters, and thousands will be able to play together in real time.</p>
<p>Every Otherdeed is a dynamic NFT, built as a collection of all of its elements, from resources to Kodas — the primal beings that have ushered us into the Otherside. Land owners can participate in demos, prototypes, and test builds that shape the final game design and experience.</p>
<p>Where the swamp ends, the Otherside begins.</p>
",https://discord.gg/the-otherside,https://twitter.com/othersidemeta,Otherdeed,access,0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,OTHR,ERC721,otherdeed
15,Otherside,otherside,2022-05-03T15:27:04,"<p>Otherside is a gamified, interoperable metaverse currently under development by Yuga Labs. Players will own the world, NFTs can become playable characters, and thousands will be able to play together in real time.</p>
<p>Every Otherdeed is a dynamic NFT, built as a collection of all of its elements, from resources to Kodas — the primal beings that have ushered us into the Otherside. Land owners can participate in demos, prototypes, and test builds that shape the final game design and experience.</p>
<p>Where the swamp ends, the Otherside begins.</p>
",https://discord.gg/the-otherside,https://twitter.com/othersidemeta,HVMTL,collectible,0x4b15a9c28034dc83db40cd810001427d3bd7163d,HV-MTL,ERC721,hvmtl
16,Otherside,otherside,2022-05-03T15:27:04,"<p>Otherside is a gamified, interoperable metaverse currently under development by Yuga Labs. Players will own the world, NFTs can become playable characters, and thousands will be able to play together in real time.</p>
<p>Every Otherdeed is a dynamic NFT, built as a collection of all of its elements, from resources to Kodas — the primal beings that have ushered us into the Otherside. Land owners can participate in demos, prototypes, and test builds that shape the final game design and experience.</p>
<p>Where the swamp ends, the Otherside begins.</p>
",https://discord.gg/the-otherside,https://twitter.com/othersidemeta,BAYCSewerPass,access,0x764aeebcf425d56800ef2c84f2578689415a2daa,SEWER,ERC721,baycsewerpass
17,Loot,loot,2021-09-03T01:17:53,"<p>Loot is randomized adventurer gear generated and stored on chain. Stats, images, and other functionality are intentionally omitted for others to interpret.</p>
<p>Each loot bag contains 8 items: a piece for an adventurers chest, foot, hand, head, neck, ring, waist, and weapon.</p>
",https://discord.gg/NXEntTSHgy,https://twitter.com/lootproject,Loot,collectible,0xff9c1b15b16263c61d017ee9f65c50e4ae0113d7,LOOT,ERC721,loot
18,Azuki,azuki,2022-01-21T17:52:41,"<p>Azuki is a collection of anime style avatars that grant membership access to The Garden. The Garden is a corner of the internet where art, community, and culture fuse to create magic. The lines between physical and digital worlds are blurring and the rules are being rewritten.</p>
<p>BEANZ are small species that sprout from the dirt in the garden. Some BEANZ make great sidekicks, but others enjoy kicking it alone.</p>
",https://discord.gg/azuki,https://twitter.com/azukiofficial,Azuki,collectible,0xed5af388653567af2f388e6224dc7c4b3241c544,AZUKI,ERC721,azuki
19,Azuki,azuki,2022-01-21T17:52:41,"<p>Azuki is a collection of anime style avatars that grant membership access to The Garden. The Garden is a corner of the internet where art, community, and culture fuse to create magic. The lines between physical and digital worlds are blurring and the rules are being rewritten.</p>
<p>BEANZ are small species that sprout from the dirt in the garden. Some BEANZ make great sidekicks, but others enjoy kicking it alone.</p>
",https://discord.gg/azuki,https://twitter.com/azukiofficial,Something,collectible,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,BEANZ,ERC721,something
20,CloneX,clonex,2021-12-17T18:55:19,"<p>CloneX Corp was founded by three extraterrestrials who came from the planet of Orbitar in the Draco constellation. These interplanetary tourists have come to accelerate our evolution towards an immaterial existence. They plan to transfer all human consciousness into advanced clone forms to create the ultimate metaverse.</p>
<p class=""textWrapper intro"" data-v-09407878=""""><span class=""inner"" data-v-09407878="""">In this advanced civilization, humans no longer reside in an organic form but are instead represented by their digital CloneX avatars. This ground breaking technology has revolutionized Homo sapiens&#8217; ability to self-express themselves through customizable avatar identities. This development also allows clones to travel across galaxies and expand our civilization into new galaxies and simulations.</span></p>
<p data-v-09407878="""">By RTFKT Studios and Takashi Murakami.</p>
",https://discord.gg/rtfkt,https://twitter.com/rtfktstudios,CloneX,collectible,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,CLONEX,ERC721,clonex
21,Moonbirds,moonbirds,2022-04-22T15:37:19,"<p class=""text-title text-mint text-serif"">Moonbirds is the continuation and evolution of the PROOF project, led by PROOF Collective. This collection represents 10,000 owls randomly generated on the Ethereum blockchain with a pixel art design.</p>
<p>Owning a Moonbird grants the holder access to the metaverse of PROOF, Project Highrise.</p>
",http://discord.gg/proof,https://twitter.com/moonbirds,Moonbirds,collectible,0x23581767a106ae21c074b2276d25e5c3e136a68b,MOONBIRD,ERC721,moonbirds
22,Moonbirds,moonbirds,2022-04-22T15:37:19,"<p class=""text-title text-mint text-serif"">Moonbirds is the continuation and evolution of the PROOF project, led by PROOF Collective. This collection represents 10,000 owls randomly generated on the Ethereum blockchain with a pixel art design.</p>
<p>Owning a Moonbird grants the holder access to the metaverse of PROOF, Project Highrise.</p>
",http://discord.gg/proof,https://twitter.com/moonbirds,Moonbirds Oddities,collectible,0x1792a96e5668ad7c167ab804a100ce42395ce54d,ODDITIES,ERC721,moonbirds-oddities
23,Doodles,doodles,2021-10-18T14:51:36,"<p>Doodles come in a joyful range of colors, traits, and sizes with a collection size of 10,000. Doodles are a funky bunch that like to role play or transmogrify themselves into delicious treats. Some are not Doodle-sapiens at all!</p>
<p>Holding a Doodle allows you to participate in coordinating the Doodles Community Treasury.</p>
",https://discord.gg/doodlesofficial,https://twitter.com/doodles,Doodles,collectible,0x8a90cab2b38dba80c64b7734e58ee1db38b8992e,DOODLE,ERC721,doodles
24,Doodles,doodles,2021-10-18T14:51:36,"<p>Doodles come in a joyful range of colors, traits, and sizes with a collection size of 10,000. Doodles are a funky bunch that like to role play or transmogrify themselves into delicious treats. Some are not Doodle-sapiens at all!</p>
<p>Holding a Doodle allows you to participate in coordinating the Doodles Community Treasury.</p>
",https://discord.gg/doodlesofficial,https://twitter.com/doodles,Dooplicator,collectible,0x466cfcd0525189b573e794f554b8a751279213ac,DOOPL,ERC721,dooplicator
25,Doodles,doodles,2021-10-18T14:51:36,"<p>Doodles come in a joyful range of colors, traits, and sizes with a collection size of 10,000. Doodles are a funky bunch that like to role play or transmogrify themselves into delicious treats. Some are not Doodle-sapiens at all!</p>
<p>Holding a Doodle allows you to participate in coordinating the Doodles Community Treasury.</p>
",https://discord.gg/doodlesofficial,https://twitter.com/doodles,Space Doodles,collectible,0x620b70123fb810f6c653da7644b5dd0b6312e4d8,SDOODLE,ERC721,space-doodles
26,Cool Cats,coolcats,2021-08-18T19:53:34,"<p>Cool Cats are the coolest cats on the blockchain. The first generation consists of 9,999 randomly assembled cats, each comprised of a unique body, hat, face, and outfit. All are cool, but everyone has their favorite — what&#8217;s yours?</p>
<p>Cool Pets are the cool, cute companions to Cool Cats. There are a total of 19,999 Cool Pets, waiting to be evolved into their final forms. <span data-slate-fragment=""JTdCJTIyb2JqZWN0JTIyJTNBJTIyZG9jdW1lbnQlMjIlMkMlMjJkYXRhJTIyJTNBJTdCJTdEJTJDJTIybm9kZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJibG9jayUyMiUyQyUyMnR5cGUlMjIlM0ElMjJwYXJhZ3JhcGglMjIlMkMlMjJpc1ZvaWQlMjIlM0FmYWxzZSUyQyUyMmRhdGElMjIlM0ElN0IlN0QlMkMlMjJub2RlcyUyMiUzQSU1QiU3QiUyMm9iamVjdCUyMiUzQSUyMnRleHQlMjIlMkMlMjJsZWF2ZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJsZWFmJTIyJTJDJTIydGV4dCUyMiUzQSUyMkZyb20lMjBsaXR0bGUlMjB0YXNrcyUyMHRvJTIwZXBpYyUyMGFkdmVudHVyZXMlMjIlMkMlMjJtYXJrcyUyMiUzQSU1QiU1RCUyQyUyMnNlbGVjdGlvbnMlMjIlM0ElNUIlNUQlN0QlNUQlMkMlMjJrZXklMjIlM0ElMjI0M2NkM2E5YjM5YzI0MzNlYWVmZGIzZDg2NmE2YjAxZiUyMiU3RCU1RCUyQyUyMmtleSUyMiUzQSUyMjM0YTM1ZjEzZTcwNzQxN2FhNTFlNTE1YTkwYWExZGQ1JTIyJTdEJTVEJTJDJTIya2V5JTIyJTNBJTIyYTk1OGRhOTIyMzczNDkxYjllNmM1MmE1OGYyODcyZGYlMjIlN0Q="">From little tasks to epic adventures, Cool Pets can go on quests to help Sapphire Town and Cooltopia.</span></p>
",https://discord.gg/coolcatsnft,https://twitter.com/coolcatsnft,Cool Cats,collectible,0x1a92f7381b9f03921564a437210bb9396471050c,COOL,ERC721,cool-cats
27,Cool Cats,coolcats,2021-08-18T19:53:34,"<p>Cool Cats are the coolest cats on the blockchain. The first generation consists of 9,999 randomly assembled cats, each comprised of a unique body, hat, face, and outfit. All are cool, but everyone has their favorite — what&#8217;s yours?</p>
<p>Cool Pets are the cool, cute companions to Cool Cats. There are a total of 19,999 Cool Pets, waiting to be evolved into their final forms. <span data-slate-fragment=""JTdCJTIyb2JqZWN0JTIyJTNBJTIyZG9jdW1lbnQlMjIlMkMlMjJkYXRhJTIyJTNBJTdCJTdEJTJDJTIybm9kZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJibG9jayUyMiUyQyUyMnR5cGUlMjIlM0ElMjJwYXJhZ3JhcGglMjIlMkMlMjJpc1ZvaWQlMjIlM0FmYWxzZSUyQyUyMmRhdGElMjIlM0ElN0IlN0QlMkMlMjJub2RlcyUyMiUzQSU1QiU3QiUyMm9iamVjdCUyMiUzQSUyMnRleHQlMjIlMkMlMjJsZWF2ZXMlMjIlM0ElNUIlN0IlMjJvYmplY3QlMjIlM0ElMjJsZWFmJTIyJTJDJTIydGV4dCUyMiUzQSUyMkZyb20lMjBsaXR0bGUlMjB0YXNrcyUyMHRvJTIwZXBpYyUyMGFkdmVudHVyZXMlMjIlMkMlMjJtYXJrcyUyMiUzQSU1QiU1RCUyQyUyMnNlbGVjdGlvbnMlMjIlM0ElNUIlNUQlN0QlNUQlMkMlMjJrZXklMjIlM0ElMjI0M2NkM2E5YjM5YzI0MzNlYWVmZGIzZDg2NmE2YjAxZiUyMiU3RCU1RCUyQyUyMmtleSUyMiUzQSUyMjM0YTM1ZjEzZTcwNzQxN2FhNTFlNTE1YTkwYWExZGQ1JTIyJTdEJTVEJTJDJTIya2V5JTIyJTNBJTIyYTk1OGRhOTIyMzczNDkxYjllNmM1MmE1OGYyODcyZGYlMjIlN0Q="">From little tasks to epic adventures, Cool Pets can go on quests to help Sapphire Town and Cooltopia.</span></p>
",https://discord.gg/coolcatsnft,https://twitter.com/coolcatsnft,Cool Pets,character,0x86c10d10eca1fca9daf87a279abccabe0063f247,PETS,ERC721,cool-pets
28,Audioglyphs,audioglyphs,2022-06-02T00:16:42,"<p>Audioglyphs is a collection of 10,000 randomly generated, infinite audio NFTs derived from on-chain Pixelglyph data. Corresponding Audioglyphs and Pixelglyphs can be found by matching asset IDs.</p>
<p>Each Audioglyph synthesizes a unique, infinite stream of music directly in your browser at lossless quality.</p>
",https://discord.gg/r3h8nTzk6c,https://twitter.com/audioglyphs,Audioglyphs,collectible,0xfb3765e0e7ac73e736566af913fa58c3cfd686b7,AG,ERC721,audioglyphs
29,CyberKongz,cyberkongz,2021-07-13T12:46:46,"<p>Welcome to an alternate reality, where evolution took a different route and weird apes roam the earth. Some appear normal. Some look weird. And some are just damn cool! A few CyberKongz are super rare and even animated! Maybe some of them look familiar!</p>
",https://discord.gg/cyberkongz,https://twitter.com/CyberKongz,CyberKongz,collectible,0x57a204aa1042f6e66dd7730813f4024114d74f37,KONGZ,ERC721,cyberkongz
30,CyberKongz,cyberkongz,2021-07-13T12:46:46,"<p>Welcome to an alternate reality, where evolution took a different route and weird apes roam the earth. Some appear normal. Some look weird. And some are just damn cool! A few CyberKongz are super rare and even animated! Maybe some of them look familiar!</p>
",https://discord.gg/cyberkongz,https://twitter.com/CyberKongz,CyberKongz VX,collectible,0x7ea3cca10668b8346aec0bf1844a49e995527c8b,KONGZVX,ERC721,cyberkongz-vx
31,VeeFriends,veefriends,2021-07-15T10:01:01,"<p>VeeFriends is a <span class=""text-warning"">Gary Vaynerchuk</span> NFT project around meaningful intellectual property and an extraordinary community. The inaugural collection features 10,255 VeeFriends tokens. The collection focuses on human traits that Gary most admires, and believes will lead to happiness and success.</p>
<p>The original VeeFriends characters have now evolved into their life-like Series 2 form as the VeeFriends universe takes shape. Series 2 features 15 brand new characters.</p>
<p class=""Blockreact__Block-sc-1xf18x6-0 Textreact__Text-sc-1w94ul3-0 esnRlf dgOUEe"">VeeFriends Mini Drops (VFMD) are surprise drops for the VeeFriends community.</p>
",https://discord.gg/veefriends,https://twitter.com/veefriends,VeeFriends Token,access,0xa3aee8bce55beea1951ef834b99f3ac60d1abeeb,VFT,ERC721,veefriends-token
32,VeeFriends,veefriends,2021-07-15T10:01:01,"<p>VeeFriends is a <span class=""text-warning"">Gary Vaynerchuk</span> NFT project around meaningful intellectual property and an extraordinary community. The inaugural collection features 10,255 VeeFriends tokens. The collection focuses on human traits that Gary most admires, and believes will lead to happiness and success.</p>
<p>The original VeeFriends characters have now evolved into their life-like Series 2 form as the VeeFriends universe takes shape. Series 2 features 15 brand new characters.</p>
<p class=""Blockreact__Block-sc-1xf18x6-0 Textreact__Text-sc-1w94ul3-0 esnRlf dgOUEe"">VeeFriends Mini Drops (VFMD) are surprise drops for the VeeFriends community.</p>
",https://discord.gg/veefriends,https://twitter.com/veefriends,VeeFriends Mini Drops,collectible,0x13927739076014913a3a7c207ef84c5be4780014,VFMD,ERC721,veefriends-mini-drops
33,VeeFriends,veefriends,2021-07-15T10:01:01,"<p>VeeFriends is a <span class=""text-warning"">Gary Vaynerchuk</span> NFT project around meaningful intellectual property and an extraordinary community. The inaugural collection features 10,255 VeeFriends tokens. The collection focuses on human traits that Gary most admires, and believes will lead to happiness and success.</p>
<p>The original VeeFriends characters have now evolved into their life-like Series 2 form as the VeeFriends universe takes shape. Series 2 features 15 brand new characters.</p>
<p class=""Blockreact__Block-sc-1xf18x6-0 Textreact__Text-sc-1w94ul3-0 esnRlf dgOUEe"">VeeFriends Mini Drops (VFMD) are surprise drops for the VeeFriends community.</p>
",https://discord.gg/veefriends,https://twitter.com/veefriends,VeeFriends Series 2,collectible,0x9378368ba6b85c1fba5b131b530f5f5bedf21a18,VF2,ERC721,veefriends-series-2
34,SuperRare,superrare,2020-03-09T04:09:02,"<p>SuperRare makes it easy to create, sell, and collect rare digital art by artists around the world. Our smart contract platform allows artists to release limited-edition digital artwork tracked on the blockchain, making the art rare, verified and collectible. Artists are provided with a new revenue stream, helping to fund new creative projects.</p>
",,https://twitter.com/SuperRare_co,SuperRare,art,,SUPR,ERC721,superrare
35,SuperRare,superrare,2020-03-09T04:09:02,"<p>SuperRare makes it easy to create, sell, and collect rare digital art by artists around the world. Our smart contract platform allows artists to release limited-edition digital artwork tracked on the blockchain, making the art rare, verified and collectible. Artists are provided with a new revenue stream, helping to fund new creative projects.</p>
",,https://twitter.com/SuperRare_co,MOTHER OF CREATION,art,0x28b19a2885b68613d89c4e38eaf5cf3849978d70,MOTHER,ERC721,mother-of-creation
36,Ethereum Name Service,ethereumnameservice,2020-03-09T04:47:38,"<p>Secure and decentralized name service for both on and off-chain resources using simple, human-readable names. ENS eliminates the need to use long and illegible wallet addresses on Ethereum, Bitcoin and other blockchains. First in it&#8217;s class, supported by over 100 wallets and applications, ENS is paving the road for Ethereum usability.</p>
",,https://twitter.com/ensdomains,Ethereum Name Service,name,,ENS,ERC721,ethereum-name-service
37,Nouns,nouns,2021-10-14T17:52:48,"<p>Nouns are 32&#215;32 pixel generative NFT characters based on people, places, and things. They are an experimental attempt to improve the formation of on-chain avatar communities. Nouns attempt to bootstrap identity, community, governance, and a treasury that can be used by the community.</p>
<p>One noun is generated every day. One noun is also auctioned every 24 hours, forever.</p>
",http://discord.gg/nouns,https://twitter.com/nounsdao,Nouns,collectible,0x9c8ff314c9bc7f6e59a9d9225fb22946427edc03,NOUN,ERC721,nouns
38,World of Women,worldofwomen,2021-09-12T10:28:26,"<div class=""CollectionHeader--description"">
<div class=""Markdownreact__DivContainer-sc-edvquz-0 bHSWKD"">
<p>World of Women was created with the aim of bringing more diversity and representation into the NFT space. The original collection features 10,000 unique, cool, and diverse women. The long-awaited second collection, WoW Galaxy, introduces 22,222 additional digital collectibles, focusing on brand new art while keeping each woman as powerful and diverse as ever.</p>
</div>
</div>
",https://discord.gg/worldofwomen,https://twitter.com/worldofwomennft,World of Women,collectible,0xe785e82358879f061bc3dcac6f0444462d4b5330,WOW,ERC721,world-of-women
39,World of Women,worldofwomen,2021-09-12T10:28:26,"<div class=""CollectionHeader--description"">
<div class=""Markdownreact__DivContainer-sc-edvquz-0 bHSWKD"">
<p>World of Women was created with the aim of bringing more diversity and representation into the NFT space. The original collection features 10,000 unique, cool, and diverse women. The long-awaited second collection, WoW Galaxy, introduces 22,222 additional digital collectibles, focusing on brand new art while keeping each woman as powerful and diverse as ever.</p>
</div>
</div>
",https://discord.gg/worldofwomen,https://twitter.com/worldofwomennft,World of Women Galaxy,collectible,0xf61f24c2d93bf2de187546b14425bf631f28d6dc,WOWG,ERC721,world-of-women-galaxy
40,Pudgy Penguins,pudgypenguins,2021-08-19T16:31:43,"<p>With 8,888 Pudgy Penguins sliding around on the icy Ethereum blockchain, each penguin was created to maximize the vibe out in the freezing cold, arctic region of the metaverse.</p>
<p>Lil Pudgys are the cute and little, yet mighty and fierce, companions of the Pudgy Penguins, and allies in the fight against the evil bears of negativity. The first 8,888 Lil Pudgys were reserved for Pudgy Penguin holders.</p>
",https://discord.gg/pudgypenguins,https://twitter.com/pudgypenguins,Pudgy Penguins,collectible,0xbd3531da5cf5857e7cfaa92426877b022e612cf8,PPG,ERC721,pudgy-penguins
41,Pudgy Penguins,pudgypenguins,2021-08-19T16:31:43,"<p>With 8,888 Pudgy Penguins sliding around on the icy Ethereum blockchain, each penguin was created to maximize the vibe out in the freezing cold, arctic region of the metaverse.</p>
<p>Lil Pudgys are the cute and little, yet mighty and fierce, companions of the Pudgy Penguins, and allies in the fight against the evil bears of negativity. The first 8,888 Lil Pudgys were reserved for Pudgy Penguin holders.</p>
",https://discord.gg/pudgypenguins,https://twitter.com/pudgypenguins,Lil Pudgys,collectible,0x524cab2ec69124574082676e6f654a18df49a048,LP,ERC721,lil-pudgys
42,Pudgy Penguins,pudgypenguins,2021-08-19T16:31:43,"<p>With 8,888 Pudgy Penguins sliding around on the icy Ethereum blockchain, each penguin was created to maximize the vibe out in the freezing cold, arctic region of the metaverse.</p>
<p>Lil Pudgys are the cute and little, yet mighty and fierce, companions of the Pudgy Penguins, and allies in the fight against the evil bears of negativity. The first 8,888 Lil Pudgys were reserved for Pudgy Penguin holders.</p>
",https://discord.gg/pudgypenguins,https://twitter.com/pudgypenguins,Pudgy Rods,collectible,0x062e691c2054de82f28008a8ccc6d7a1c8ce060d,ROD,ERC721,pudgy-rods
43,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo: Identities,item,0x86357a19e5537a8fba9a004e555713bc943a66c0,NEOTI,ERC721,neo-tokyo:-identities
44,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo Part 2: Vault Cards,item,0xab0b0dd7e4eab0f9e31a539074a03f1c1be80879,NEOTV,ERC721,neo-tokyo-part-2:-vault-cards
45,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo Part 3 Item Caches,item,0x0938e3f7ac6d7f674fed551c93f363109bda3af9,NTITEM,ERC721,neo-tokyo-part-3-item-caches
46,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo Part 4 Land Deeds,item,0x3c54b798b3aad4f6089533af3bdbd6ce233019bb,NTLD,ERC721,neo-tokyo-part-4-land-deeds
47,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo Outer Lands,item,0xf90980ae7a44e2d18b9615396ff5e9252f1df639,NTOL,ERC721,neo-tokyo-outer-lands
48,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo: Outer Identities,item,0x698fbaaca64944376e2cdc4cad86eaa91362cf54 ,NEOTOI,ERC721,neo-tokyo:-outer-identities
49,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo: Bought Identities,item,0x835a60cc60b808e47825daa79a9da6c9ff3a892e,NEOTBI,ERC721,neo-tokyo:-bought-identities
50,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo Citizen,collectible,0xb668beb1fa440f6cf2da0399f8c28cab993bdd65,NTCTZN,ERC721,neo-tokyo-citizen
51,Neo Tokyo,neotokyo,2021-10-11T17:00:10,"<p>Neo Tokyo is a collection of VCs, developers, token founders, and highly proficient builders who strongly believe crypto gaming and metaverse experiences will take over the world. Neo Tokyo has many builders contributing in many different ways, from investing, building games, and developing projects and code.</p>
<p>Welcome to Neo Tokyo, citizen. Are you prepared to fulfill your destiny?</p>
",https://discord.gg/neotokyocitadel,https://twitter.com/NeoTokyoCode,Neo Tokyo Outer Citizen,collectible,0x9b091d2e0bb88ace4fe8f0fab87b93d8ba932ec4,NTOCTZN,ERC721,neo-tokyo-outer-citizen
